,ws,bs,cost
0,-100,-100,"[543097.74787879 541777.28121212 540458.81454545 539142.34787879
 537827.88121212 536515.41454545 535204.94787879 533896.48121212
 532590.01454545 531285.54787879 529983.08121212 528682.61454545
 527384.14787879 526087.68121212 524793.21454545 523500.74787879
 522210.28121212 520921.81454545 519635.34787879 518350.88121212
 517068.41454545 515787.94787879 514509.48121212 513233.01454545
 511958.54787879 510686.08121212 509415.61454545 508147.14787879
 506880.68121212 505616.21454545 504353.74787879 503093.28121212
 501834.81454545 500578.34787879 499323.88121212 498071.41454545
 496820.94787879 495572.48121212 494326.01454545 493081.54787879
 491839.08121212 490598.61454545 489360.14787879 488123.68121212
 486889.21454545 485656.74787879 484426.28121212 483197.81454545
 481971.34787879 480746.88121212 479524.41454545 478303.94787879
 477085.48121212 475869.01454545 474654.54787879 473442.08121212
 472231.61454545 471023.14787879 469816.68121212 468612.21454545
 467409.74787879 466209.28121212 465010.81454545 463814.34787879
 462619.88121212 461427.41454545 460236.94787879 459048.48121212
 457862.01454545 456677.54787879 455495.08121212 454314.61454545
 453136.14787879 451959.68121212 450785.21454545 449612.74787879
 448442.28121212 447273.81454545 446107.34787879 444942.88121212
 443780.41454545 442619.94787879 441461.48121212 440305.01454545
 439150.54787879 437998.08121212 436847.61454545 435699.14787879
 434552.68121212 433408.21454545 432265.74787879 431125.28121212
 429986.81454545 428850.34787879 427715.88121212 426583.41454545
 425452.94787879 424324.48121212 423198.01454545 422073.54787879
 420951.08121212 419830.61454545 418712.14787879 417595.68121212
 416481.21454545 415368.74787879 414258.28121212 413149.81454545
 412043.34787879 410938.88121212 409836.41454545 408735.94787879
 407637.48121212 406541.01454545 405446.54787879 404354.08121212
 403263.61454545 402175.14787879 401088.68121212 400004.21454545
 398921.74787879 397841.28121212 396762.81454545 395686.34787879
 394611.88121212 393539.41454545 392468.94787879 391400.48121212
 390334.01454545 389269.54787879 388207.08121212 387146.61454545
 386088.14787879 385031.68121212 383977.21454545 382924.74787879
 381874.28121212 380825.81454545 379779.34787879 378734.88121212
 377692.41454545 376651.94787879 375613.48121212 374577.01454545
 373542.54787879 372510.08121212 371479.61454545 370451.14787879
 369424.68121212 368400.21454545 367377.74787879 366357.28121212
 365338.81454545 364322.34787879 363307.88121212 362295.41454545
 361284.94787879 360276.48121212 359270.01454545 358265.54787879
 357263.08121212 356262.61454545 355264.14787879 354267.68121212
 353273.21454545 352280.74787879 351290.28121212 350301.81454545
 349315.34787879 348330.88121212 347348.41454545 346367.94787879
 345389.48121212 344413.01454545 343438.54787879 342466.08121212
 341495.61454545 340527.14787879 339560.68121212 338596.21454545
 337633.74787879 336673.28121212 335714.81454545 334758.34787879
 333803.88121212 332851.41454545 331900.94787879 330952.48121212
 330006.01454545 329061.54787879 328119.08121212 327178.61454545
 326240.14787879 325303.68121212 324369.21454545 323436.74787879
 322506.28121212 321577.81454545 320651.34787879 319726.88121212
 318804.41454545]"
1,-99,-99,"[534727.50939394 533416.80636364 532108.10333333 530801.40030303
 529496.69727273 528193.99424242 526893.29121212 525594.58818182
 524297.88515152 523003.18212121 521710.47909091 520419.77606061
 519131.0730303  517844.37       516559.6669697  515276.96393939
 513996.26090909 512717.55787879 511440.85484848 510166.15181818
 508893.44878788 507622.74575758 506354.04272727 505087.33969697
 503822.63666667 502559.93363636 501299.23060606 500040.52757576
 498783.82454545 497529.12151515 496276.41848485 495025.71545455
 493777.01242424 492530.30939394 491285.60636364 490042.90333333
 488802.20030303 487563.49727273 486326.79424242 485092.09121212
 483859.38818182 482628.68515152 481399.98212121 480173.27909091
 478948.57606061 477725.8730303  476505.17       475286.4669697
 474069.76393939 472855.06090909 471642.35787879 470431.65484848
 469222.95181818 468016.24878788 466811.54575758 465608.84272727
 464408.13969697 463209.43666667 462012.73363636 460818.03060606
 459625.32757576 458434.62454545 457245.92151515 456059.21848485
 454874.51545455 453691.81242424 452511.10939394 451332.40636364
 450155.70333333 448981.00030303 447808.29727273 446637.59424242
 445468.89121212 444302.18818182 443137.48515152 441974.78212121
 440814.07909091 439655.37606061 438498.6730303  437343.97
 436191.2669697  435040.56393939 433891.86090909 432745.15787879
 431600.45484848 430457.75181818 429317.04878788 428178.34575758
 427041.64272727 425906.93969697 424774.23666667 423643.53363636
 422514.83060606 421388.12757576 420263.42454545 419140.72151515
 418020.01848485 416901.31545455 415784.61242424 414669.90939394
 413557.20636364 412446.50333333 411337.80030303 410231.09727273
 409126.39424242 408023.69121212 406922.98818182 405824.28515152
 404727.58212121 403632.87909091 402540.17606061 401449.4730303
 400360.77       399274.0669697  398189.36393939 397106.66090909
 396025.95787879 394947.25484848 393870.55181818 392795.84878788
 391723.14575758 390652.44272727 389583.73969697 388517.03666667
 387452.33363636 386389.63060606 385328.92757576 384270.22454545
 383213.52151515 382158.81848485 381106.11545455 380055.41242424
 379006.70939394 377960.00636364 376915.30333333 375872.60030303
 374831.89727273 373793.19424242 372756.49121212 371721.78818182
 370689.08515152 369658.38212121 368629.67909091 367602.97606061
 366578.2730303  365555.57       364534.8669697  363516.16393939
 362499.46090909 361484.75787879 360472.05484848 359461.35181818
 358452.64878788 357445.94575758 356441.24272727 355438.53969697
 354437.83666667 353439.13363636 352442.43060606 351447.72757576
 350455.02454545 349464.32151515 348475.61848485 347488.91545455
 346504.21242424 345521.50939394 344540.80636364 343562.10333333
 342585.40030303 341610.69727273 340637.99424242 339667.29121212
 338698.58818182 337731.88515152 336767.18212121 335804.47909091
 334843.77606061 333885.0730303  332928.37       331973.6669697
 331020.96393939 330070.26090909 329121.55787879 328174.85484848
 327230.15181818 326287.44878788 325346.74575758 324408.04272727
 323471.33969697 322536.63666667 321603.93363636 320673.23060606
 319744.52757576 318817.82454545 317893.12151515 316970.41848485
 316049.71545455 315131.01242424 314214.30939394 313299.60636364
 312386.90333333]"
2,-98,-98,"[526422.82181818 525121.88242424 523822.9430303  522526.00363636
 521231.06424242 519938.12484848 518647.18545455 517358.24606061
 516071.30666667 514786.36727273 513503.42787879 512222.48848485
 510943.54909091 509666.60969697 508391.67030303 507118.73090909
 505847.79151515 504578.85212121 503311.91272727 502046.97333333
 500784.03393939 499523.09454545 498264.15515152 497007.21575758
 495752.27636364 494499.3369697  493248.39757576 491999.45818182
 490752.51878788 489507.57939394 488264.64       487023.70060606
 485784.76121212 484547.82181818 483312.88242424 482079.9430303
 480849.00363636 479620.06424242 478393.12484848 477168.18545455
 475945.24606061 474724.30666667 473505.36727273 472288.42787879
 471073.48848485 469860.54909091 468649.60969697 467440.67030303
 466233.73090909 465028.79151515 463825.85212121 462624.91272727
 461425.97333333 460229.03393939 459034.09454545 457841.15515152
 456650.21575758 455461.27636364 454274.3369697  453089.39757576
 451906.45818182 450725.51878788 449546.57939394 448369.64
 447194.70060606 446021.76121212 444850.82181818 443681.88242424
 442514.9430303  441350.00363636 440187.06424242 439026.12484848
 437867.18545455 436710.24606061 435555.30666667 434402.36727273
 433251.42787879 432102.48848485 430955.54909091 429810.60969697
 428667.67030303 427526.73090909 426387.79151515 425250.85212121
 424115.91272727 422982.97333333 421852.03393939 420723.09454545
 419596.15515152 418471.21575758 417348.27636364 416227.3369697
 415108.39757576 413991.45818182 412876.51878788 411763.57939394
 410652.64       409543.70060606 408436.76121212 407331.82181818
 406228.88242424 405127.9430303  404029.00363636 402932.06424242
 401837.12484848 400744.18545455 399653.24606061 398564.30666667
 397477.36727273 396392.42787879 395309.48848485 394228.54909091
 393149.60969697 392072.67030303 390997.73090909 389924.79151515
 388853.85212121 387784.91272727 386717.97333333 385653.03393939
 384590.09454545 383529.15515152 382470.21575758 381413.27636364
 380358.3369697  379305.39757576 378254.45818182 377205.51878788
 376158.57939394 375113.64       374070.70060606 373029.76121212
 371990.82181818 370953.88242424 369918.9430303  368886.00363636
 367855.06424242 366826.12484848 365799.18545455 364774.24606061
 363751.30666667 362730.36727273 361711.42787879 360694.48848485
 359679.54909091 358666.60969697 357655.67030303 356646.73090909
 355639.79151515 354634.85212121 353631.91272727 352630.97333333
 351632.03393939 350635.09454545 349640.15515152 348647.21575758
 347656.27636364 346667.3369697  345680.39757576 344695.45818182
 343712.51878788 342731.57939394 341752.64       340775.70060606
 339800.76121212 338827.82181818 337856.88242424 336887.9430303
 335921.00363636 334956.06424242 333993.12484848 333032.18545455
 332073.24606061 331116.30666667 330161.36727273 329208.42787879
 328257.48848485 327308.54909091 326361.60969697 325416.67030303
 324473.73090909 323532.79151515 322593.85212121 321656.91272727
 320721.97333333 319789.03393939 318858.09454545 317929.15515152
 317002.21575758 316077.27636364 315154.3369697  314233.39757576
 313314.45818182 312397.51878788 311482.57939394 310569.64
 309658.70060606 308749.76121212 307842.82181818 306937.88242424
 306034.9430303 ]"
3,-97,-97,"[518183.68515152 516892.50939394 515603.33363636 514316.15787879
 513030.98212121 511747.80636364 510466.63060606 509187.45484848
 507910.27909091 506635.10333333 505361.92757576 504090.75181818
 502821.57606061 501554.40030303 500289.22454545 499026.04878788
 497764.8730303  496505.69727273 495248.52151515 493993.34575758
 492740.17       491488.99424242 490239.81848485 488992.64272727
 487747.4669697  486504.29121212 485263.11545455 484023.93969697
 482786.76393939 481551.58818182 480318.41242424 479087.23666667
 477858.06090909 476630.88515152 475405.70939394 474182.53363636
 472961.35787879 471742.18212121 470525.00636364 469309.83060606
 468096.65484848 466885.47909091 465676.30333333 464469.12757576
 463263.95181818 462060.77606061 460859.60030303 459660.42454545
 458463.24878788 457268.0730303  456074.89727273 454883.72151515
 453694.54575758 452507.37       451322.19424242 450139.01848485
 448957.84272727 447778.6669697  446601.49121212 445426.31545455
 444253.13969697 443081.96393939 441912.78818182 440745.61242424
 439580.43666667 438417.26090909 437256.08515152 436096.90939394
 434939.73363636 433784.55787879 432631.38212121 431480.20636364
 430331.03060606 429183.85484848 428038.67909091 426895.50333333
 425754.32757576 424615.15181818 423477.97606061 422342.80030303
 421209.62454545 420078.44878788 418949.2730303  417822.09727273
 416696.92151515 415573.74575758 414452.57       413333.39424242
 412216.21848485 411101.04272727 409987.8669697  408876.69121212
 407767.51545455 406660.33969697 405555.16393939 404451.98818182
 403350.81242424 402251.63666667 401154.46090909 400059.28515152
 398966.10939394 397874.93363636 396785.75787879 395698.58212121
 394613.40636364 393530.23060606 392449.05484848 391369.87909091
 390292.70333333 389217.52757576 388144.35181818 387073.17606061
 386004.00030303 384936.82454545 383871.64878788 382808.4730303
 381747.29727273 380688.12151515 379630.94575758 378575.77
 377522.59424242 376471.41848485 375422.24272727 374375.0669697
 373329.89121212 372286.71545455 371245.53969697 370206.36393939
 369169.18818182 368134.01242424 367100.83666667 366069.66090909
 365040.48515152 364013.30939394 362988.13363636 361964.95787879
 360943.78212121 359924.60636364 358907.43060606 357892.25484848
 356879.07909091 355867.90333333 354858.72757576 353851.55181818
 352846.37606061 351843.20030303 350842.02454545 349842.84878788
 348845.6730303  347850.49727273 346857.32151515 345866.14575758
 344876.97       343889.79424242 342904.61848485 341921.44272727
 340940.2669697  339961.09121212 338983.91545455 338008.73969697
 337035.56393939 336064.38818182 335095.21242424 334128.03666667
 333162.86090909 332199.68515152 331238.50939394 330279.33363636
 329322.15787879 328366.98212121 327413.80636364 326462.63060606
 325513.45484848 324566.27909091 323621.10333333 322677.92757576
 321736.75181818 320797.57606061 319860.40030303 318925.22454545
 317992.04878788 317060.8730303  316131.69727273 315204.52151515
 314279.34575758 313356.17       312434.99424242 311515.81848485
 310598.64272727 309683.4669697  308770.29121212 307859.11545455
 306949.93969697 306042.76393939 305137.58818182 304234.41242424
 303333.23666667 302434.06090909 301536.88515152 300641.70939394
 299748.53363636]"
4,-96,-96,"[510010.09939394 508728.68727273 507449.27515152 506171.8630303
 504896.45090909 503623.03878788 502351.62666667 501082.21454545
 499814.80242424 498549.39030303 497285.97818182 496024.56606061
 494765.15393939 493507.74181818 492252.32969697 490998.91757576
 489747.50545455 488498.09333333 487250.68121212 486005.26909091
 484761.8569697  483520.44484848 482281.03272727 481043.62060606
 479808.20848485 478574.79636364 477343.38424242 476113.97212121
 474886.56       473661.14787879 472437.73575758 471216.32363636
 469996.91151515 468779.49939394 467564.08727273 466350.67515152
 465139.2630303  463929.85090909 462722.43878788 461517.02666667
 460313.61454545 459112.20242424 457912.79030303 456715.37818182
 455519.96606061 454326.55393939 453135.14181818 451945.72969697
 450758.31757576 449572.90545455 448389.49333333 447208.08121212
 446028.66909091 444851.2569697  443675.84484848 442502.43272727
 441331.02060606 440161.60848485 438994.19636364 437828.78424242
 436665.37212121 435503.96       434344.54787879 433187.13575758
 432031.72363636 430878.31151515 429726.89939394 428577.48727273
 427430.07515152 426284.6630303  425141.25090909 423999.83878788
 422860.42666667 421723.01454545 420587.60242424 419454.19030303
 418322.77818182 417193.36606061 416065.95393939 414940.54181818
 413817.12969697 412695.71757576 411576.30545455 410458.89333333
 409343.48121212 408230.06909091 407118.6569697  406009.24484848
 404901.83272727 403796.42060606 402693.00848485 401591.59636364
 400492.18424242 399394.77212121 398299.36       397205.94787879
 396114.53575758 395025.12363636 393937.71151515 392852.29939394
 391768.88727273 390687.47515152 389608.0630303  388530.65090909
 387455.23878788 386381.82666667 385310.41454545 384241.00242424
 383173.59030303 382108.17818182 381044.76606061 379983.35393939
 378923.94181818 377866.52969697 376811.11757576 375757.70545455
 374706.29333333 373656.88121212 372609.46909091 371564.0569697
 370520.64484848 369479.23272727 368439.82060606 367402.40848485
 366366.99636364 365333.58424242 364302.17212121 363272.76
 362245.34787879 361219.93575758 360196.52363636 359175.11151515
 358155.69939394 357138.28727273 356122.87515152 355109.4630303
 354098.05090909 353088.63878788 352081.22666667 351075.81454545
 350072.40242424 349070.99030303 348071.57818182 347074.16606061
 346078.75393939 345085.34181818 344093.92969697 343104.51757576
 342117.10545455 341131.69333333 340148.28121212 339166.86909091
 338187.4569697  337210.04484848 336234.63272727 335261.22060606
 334289.80848485 333320.39636364 332352.98424242 331387.57212121
 330424.16       329462.74787879 328503.33575758 327545.92363636
 326590.51151515 325637.09939394 324685.68727273 323736.27515152
 322788.8630303  321843.45090909 320900.03878788 319958.62666667
 319019.21454545 318081.80242424 317146.39030303 316212.97818182
 315281.56606061 314352.15393939 313424.74181818 312499.32969697
 311575.91757576 310654.50545455 309735.09333333 308817.68121212
 307902.26909091 306988.8569697  306077.44484848 305168.03272727
 304260.62060606 303355.20848485 302451.79636364 301550.38424242
 300650.97212121 299753.56       298858.14787879 297964.73575758
 297073.32363636 296183.91151515 295296.49939394 294411.08727273
 293527.67515152]"
5,-95,-95,"[501902.06454545 500630.41606061 499360.76757576 498093.11909091
 496827.47060606 495563.82212121 494302.17363636 493042.52515152
 491784.87666667 490529.22818182 489275.57969697 488023.93121212
 486774.28272727 485526.63424242 484280.98575758 483037.33727273
 481795.68878788 480556.04030303 479318.39181818 478082.74333333
 476849.09484848 475617.44636364 474387.79787879 473160.14939394
 471934.50090909 470710.85242424 469489.20393939 468269.55545455
 467051.9069697  465836.25848485 464622.61       463410.96151515
 462201.3130303  460993.66454545 459788.01606061 458584.36757576
 457382.71909091 456183.07060606 454985.42212121 453789.77363636
 452596.12515152 451404.47666667 450214.82818182 449027.17969697
 447841.53121212 446657.88272727 445476.23424242 444296.58575758
 443118.93727273 441943.28878788 440769.64030303 439597.99181818
 438428.34333333 437260.69484848 436095.04636364 434931.39787879
 433769.74939394 432610.10090909 431452.45242424 430296.80393939
 429143.15545455 427991.5069697  426841.85848485 425694.21
 424548.56151515 423404.9130303  422263.26454545 421123.61606061
 419985.96757576 418850.31909091 417716.67060606 416585.02212121
 415455.37363636 414327.72515152 413202.07666667 412078.42818182
 410956.77969697 409837.13121212 408719.48272727 407603.83424242
 406490.18575758 405378.53727273 404268.88878788 403161.24030303
 402055.59181818 400951.94333333 399850.29484848 398750.64636364
 397652.99787879 396557.34939394 395463.70090909 394372.05242424
 393282.40393939 392194.75545455 391109.1069697  390025.45848485
 388943.81       387864.16151515 386786.5130303  385710.86454545
 384637.21606061 383565.56757576 382495.91909091 381428.27060606
 380362.62212121 379298.97363636 378237.32515152 377177.67666667
 376120.02818182 375064.37969697 374010.73121212 372959.08272727
 371909.43424242 370861.78575758 369816.13727273 368772.48878788
 367730.84030303 366691.19181818 365653.54333333 364617.89484848
 363584.24636364 362552.59787879 361522.94939394 360495.30090909
 359469.65242424 358446.00393939 357424.35545455 356404.7069697
 355387.05848485 354371.41       353357.76151515 352346.1130303
 351336.46454545 350328.81606061 349323.16757576 348319.51909091
 347317.87060606 346318.22212121 345320.57363636 344324.92515152
 343331.27666667 342339.62818182 341349.97969697 340362.33121212
 339376.68272727 338393.03424242 337411.38575758 336431.73727273
 335454.08878788 334478.44030303 333504.79181818 332533.14333333
 331563.49484848 330595.84636364 329630.19787879 328666.54939394
 327704.90090909 326745.25242424 325787.60393939 324831.95545455
 323878.3069697  322926.65848485 321977.01       321029.36151515
 320083.7130303  319140.06454545 318198.41606061 317258.76757576
 316321.11909091 315385.47060606 314451.82212121 313520.17363636
 312590.52515152 311662.87666667 310737.22818182 309813.57969697
 308891.93121212 307972.28272727 307054.63424242 306138.98575758
 305225.33727273 304313.68878788 303404.04030303 302496.39181818
 301590.74333333 300687.09484848 299785.44636364 298885.79787879
 297988.14939394 297092.50090909 296198.85242424 295307.20393939
 294417.55545455 293529.9069697  292644.25848485 291760.61
 290878.96151515 289999.3130303  289121.66454545 288246.01606061
 287372.36757576]"
6,-94,-94,"[493859.58060606 492597.69575758 491337.81090909 490079.92606061
 488824.04121212 487570.15636364 486318.27151515 485068.38666667
 483820.50181818 482574.6169697  481330.73212121 480088.84727273
 478848.96242424 477611.07757576 476375.19272727 475141.30787879
 473909.4230303  472679.53818182 471451.65333333 470225.76848485
 469001.88363636 467779.99878788 466560.11393939 465342.22909091
 464126.34424242 462912.45939394 461700.57454545 460490.68969697
 459282.80484848 458076.92       456873.03515152 455671.15030303
 454471.26545455 453273.38060606 452077.49575758 450883.61090909
 449691.72606061 448501.84121212 447313.95636364 446128.07151515
 444944.18666667 443762.30181818 442582.4169697  441404.53212121
 440228.64727273 439054.76242424 437882.87757576 436712.99272727
 435545.10787879 434379.2230303  433215.33818182 432053.45333333
 430893.56848485 429735.68363636 428579.79878788 427425.91393939
 426274.02909091 425124.14424242 423976.25939394 422830.37454545
 421686.48969697 420544.60484848 419404.72       418266.83515152
 417130.95030303 415997.06545455 414865.18060606 413735.29575758
 412607.41090909 411481.52606061 410357.64121212 409235.75636364
 408115.87151515 406997.98666667 405882.10181818 404768.2169697
 403656.33212121 402546.44727273 401438.56242424 400332.67757576
 399228.79272727 398126.90787879 397027.0230303  395929.13818182
 394833.25333333 393739.36848485 392647.48363636 391557.59878788
 390469.71393939 389383.82909091 388299.94424242 387218.05939394
 386138.17454545 385060.28969697 383984.40484848 382910.52
 381838.63515152 380768.75030303 379700.86545455 378634.98060606
 377571.09575758 376509.21090909 375449.32606061 374391.44121212
 373335.55636364 372281.67151515 371229.78666667 370179.90181818
 369132.0169697  368086.13212121 367042.24727273 366000.36242424
 364960.47757576 363922.59272727 362886.70787879 361852.8230303
 360820.93818182 359791.05333333 358763.16848485 357737.28363636
 356713.39878788 355691.51393939 354671.62909091 353653.74424242
 352637.85939394 351623.97454545 350612.08969697 349602.20484848
 348594.32       347588.43515152 346584.55030303 345582.66545455
 344582.78060606 343584.89575758 342589.01090909 341595.12606061
 340603.24121212 339613.35636364 338625.47151515 337639.58666667
 336655.70181818 335673.8169697  334693.93212121 333716.04727273
 332740.16242424 331766.27757576 330794.39272727 329824.50787879
 328856.6230303  327890.73818182 326926.85333333 325964.96848485
 325005.08363636 324047.19878788 323091.31393939 322137.42909091
 321185.54424242 320235.65939394 319287.77454545 318341.88969697
 317398.00484848 316456.12       315516.23515152 314578.35030303
 313642.46545455 312708.58060606 311776.69575758 310846.81090909
 309918.92606061 308993.04121212 308069.15636364 307147.27151515
 306227.38666667 305309.50181818 304393.6169697  303479.73212121
 302567.84727273 301657.96242424 300750.07757576 299844.19272727
 298940.30787879 298038.4230303  297138.53818182 296240.65333333
 295344.76848485 294450.88363636 293558.99878788 292669.11393939
 291781.22909091 290895.34424242 290011.45939394 289129.57454545
 288249.68969697 287371.80484848 286495.92       285622.03515152
 284750.15030303 283880.26545455 283012.38060606 282146.49575758
 281282.61090909]"
7,-93,-93,"[485882.64757576 484630.52636364 483380.40515152 482132.28393939
 480886.16272727 479642.04151515 478399.92030303 477159.79909091
 475921.67787879 474685.55666667 473451.43545455 472219.31424242
 470989.1930303  469761.07181818 468534.95060606 467310.82939394
 466088.70818182 464868.5869697  463650.46575758 462434.34454545
 461220.22333333 460008.10212121 458797.98090909 457589.85969697
 456383.73848485 455179.61727273 453977.49606061 452777.37484848
 451579.25363636 450383.13242424 449189.01121212 447996.89
 446806.76878788 445618.64757576 444432.52636364 443248.40515152
 442066.28393939 440886.16272727 439708.04151515 438531.92030303
 437357.79909091 436185.67787879 435015.55666667 433847.43545455
 432681.31424242 431517.1930303  430355.07181818 429194.95060606
 428036.82939394 426880.70818182 425726.5869697  424574.46575758
 423424.34454545 422276.22333333 421130.10212121 419985.98090909
 418843.85969697 417703.73848485 416565.61727273 415429.49606061
 414295.37484848 413163.25363636 412033.13242424 410905.01121212
 409778.89       408654.76878788 407532.64757576 406412.52636364
 405294.40515152 404178.28393939 403064.16272727 401952.04151515
 400841.92030303 399733.79909091 398627.67787879 397523.55666667
 396421.43545455 395321.31424242 394223.1930303  393127.07181818
 392032.95060606 390940.82939394 389850.70818182 388762.5869697
 387676.46575758 386592.34454545 385510.22333333 384430.10212121
 383351.98090909 382275.85969697 381201.73848485 380129.61727273
 379059.49606061 377991.37484848 376925.25363636 375861.13242424
 374799.01121212 373738.89       372680.76878788 371624.64757576
 370570.52636364 369518.40515152 368468.28393939 367420.16272727
 366374.04151515 365329.92030303 364287.79909091 363247.67787879
 362209.55666667 361173.43545455 360139.31424242 359107.1930303
 358077.07181818 357048.95060606 356022.82939394 354998.70818182
 353976.5869697  352956.46575758 351938.34454545 350922.22333333
 349908.10212121 348895.98090909 347885.85969697 346877.73848485
 345871.61727273 344867.49606061 343865.37484848 342865.25363636
 341867.13242424 340871.01121212 339876.89       338884.76878788
 337894.64757576 336906.52636364 335920.40515152 334936.28393939
 333954.16272727 332974.04151515 331995.92030303 331019.79909091
 330045.67787879 329073.55666667 328103.43545455 327135.31424242
 326169.1930303  325205.07181818 324242.95060606 323282.82939394
 322324.70818182 321368.5869697  320414.46575758 319462.34454545
 318512.22333333 317564.10212121 316617.98090909 315673.85969697
 314731.73848485 313791.61727273 312853.49606061 311917.37484848
 310983.25363636 310051.13242424 309121.01121212 308192.89
 307266.76878788 306342.64757576 305420.52636364 304500.40515152
 303582.28393939 302666.16272727 301752.04151515 300839.92030303
 299929.79909091 299021.67787879 298115.55666667 297211.43545455
 296309.31424242 295409.1930303  294511.07181818 293614.95060606
 292720.82939394 291828.70818182 290938.5869697  290050.46575758
 289164.34454545 288280.22333333 287398.10212121 286517.98090909
 285639.85969697 284763.73848485 283889.61727273 283017.49606061
 282147.37484848 281279.25363636 280413.13242424 279549.01121212
 278686.89       277826.76878788 276968.64757576 276112.52636364
 275258.40515152]"
8,-92,-92,"[477971.26545455 476728.90787879 475488.55030303 474250.19272727
 473013.83515152 471779.47757576 470547.12       469316.76242424
 468088.40484848 466862.04727273 465637.68969697 464415.33212121
 463194.97454545 461976.6169697  460760.25939394 459545.90181818
 458333.54424242 457123.18666667 455914.82909091 454708.47151515
 453504.11393939 452301.75636364 451101.39878788 449903.04121212
 448706.68363636 447512.32606061 446319.96848485 445129.61090909
 443941.25333333 442754.89575758 441570.53818182 440388.18060606
 439207.8230303  438029.46545455 436853.10787879 435678.75030303
 434506.39272727 433336.03515152 432167.67757576 431001.32
 429836.96242424 428674.60484848 427514.24727273 426355.88969697
 425199.53212121 424045.17454545 422892.8169697  421742.45939394
 420594.10181818 419447.74424242 418303.38666667 417161.02909091
 416020.67151515 414882.31393939 413745.95636364 412611.59878788
 411479.24121212 410348.88363636 409220.52606061 408094.16848485
 406969.81090909 405847.45333333 404727.09575758 403608.73818182
 402492.38060606 401378.0230303  400265.66545455 399155.30787879
 398046.95030303 396940.59272727 395836.23515152 394733.87757576
 393633.52       392535.16242424 391438.80484848 390344.44727273
 389252.08969697 388161.73212121 387073.37454545 385987.0169697
 384902.65939394 383820.30181818 382739.94424242 381661.58666667
 380585.22909091 379510.87151515 378438.51393939 377368.15636364
 376299.79878788 375233.44121212 374169.08363636 373106.72606061
 372046.36848485 370988.01090909 369931.65333333 368877.29575758
 367824.93818182 366774.58060606 365726.2230303  364679.86545455
 363635.50787879 362593.15030303 361552.79272727 360514.43515152
 359478.07757576 358443.72       357411.36242424 356381.00484848
 355352.64727273 354326.28969697 353301.93212121 352279.57454545
 351259.2169697  350240.85939394 349224.50181818 348210.14424242
 347197.78666667 346187.42909091 345179.07151515 344172.71393939
 343168.35636364 342165.99878788 341165.64121212 340167.28363636
 339170.92606061 338176.56848485 337184.21090909 336193.85333333
 335205.49575758 334219.13818182 333234.78060606 332252.4230303
 331272.06545455 330293.70787879 329317.35030303 328342.99272727
 327370.63515152 326400.27757576 325431.92       324465.56242424
 323501.20484848 322538.84727273 321578.48969697 320620.13212121
 319663.77454545 318709.4169697  317757.05939394 316806.70181818
 315858.34424242 314911.98666667 313967.62909091 313025.27151515
 312084.91393939 311146.55636364 310210.19878788 309275.84121212
 308343.48363636 307413.12606061 306484.76848485 305558.41090909
 304634.05333333 303711.69575758 302791.33818182 301872.98060606
 300956.6230303  300042.26545455 299129.90787879 298219.55030303
 297311.19272727 296404.83515152 295500.47757576 294598.12
 293697.76242424 292799.40484848 291903.04727273 291008.68969697
 290116.33212121 289225.97454545 288337.6169697  287451.25939394
 286566.90181818 285684.54424242 284804.18666667 283925.82909091
 283049.47151515 282175.11393939 281302.75636364 280432.39878788
 279564.04121212 278697.68363636 277833.32606061 276970.96848485
 276110.61090909 275252.25333333 274395.89575758 273541.53818182
 272689.18060606 271838.8230303  270990.46545455 270144.10787879
 269299.75030303]"
